id_distributor,id_cabang,id_invoice,tanggal,id_customer,id_barang,jumlah_barang,unit,harga,mata_uang,brand_id,lini,level,nama,id_cabang_sales,cabang_sales,id_group,group,sektor,nama_barang,tipe,nama_tipe,kode_lini,kemasan
TA,CAB02,IN6006,"2022-02-12 00:00:00",CUST55554,BRG0005,5,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB03,IN6147,"2022-02-13 00:00:00",CUST55555,BRG0006,4,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB01,IN6129,"2022-02-14 00:00:00",CUST55556,BRG0001,8,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB01,IN5986,"2022-02-15 00:00:00",CUST55557,BRG0002,9,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB02,IN6026,"2022-02-16 00:00:00",CUST55558,BRG0003,21,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB03,IN6224,"2022-02-17 00:00:00",CUST55559,BRG0004,22,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB04,IN6087,"2022-02-18 00:00:00",CUST55560,BRG0001,12,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
EPM,CAB05,IN6096,"2022-02-19 00:00:00",CUST55561,BRG0002,25,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TD,CAB06,IN6034,"2022-02-20 00:00:00",CUST55562,BRG0003,14,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB07,IN6231,"2022-02-21 00:00:00",CUST55563,BRG0004,24,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB08,IN6260,"2022-02-22 00:00:00",CUST55564,BRG0005,10,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB09,IN6302,"2022-02-23 00:00:00",CUST55565,BRG0006,120,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB10,IN6061,"2022-02-24 00:00:00",CUST55566,BRG0007,12,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TA,CAB01,IN6011,"2022-02-25 00:00:00",CUST55567,BRG0008,10,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
EPM,CAB01,IN6275,"2022-02-26 00:00:00",CUST55568,BRG0009,67,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TD,CAB02,IN6114,"2022-02-27 00:00:00",CUST55569,BRG0010,98,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB03,IN6041,"2022-02-28 00:00:00",CUST55570,BRG0001,5,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB01,IN6069,"2022-03-01 00:00:00",CUST55571,BRG0002,4,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN6239,"2022-03-02 00:00:00",CUST55572,BRG0003,8,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB02,IN6137,"2022-03-03 00:00:00",CUST55573,BRG0004,9,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB03,IN6189,"2022-03-04 00:00:00",CUST55574,BRG0005,1,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB04,IN6229,"2022-03-05 00:00:00",CUST55575,BRG0006,5,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB05,IN6110,"2022-03-06 00:00:00",CUST55576,BRG0007,9,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TA,CAB06,IN6182,"2022-03-07 00:00:00",CUST55577,BRG0008,13,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
EPM,CAB07,IN6164,"2022-03-08 00:00:00",CUST55578,BRG0009,1,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TD,CAB08,IN6016,"2022-03-09 00:00:00",CUST55579,BRG0010,5,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB09,IN6043,"2022-03-10 00:00:00",CUST55580,BRG0001,9,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB10,IN6020,"2022-03-11 00:00:00",CUST55581,BRG0002,1,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN6206,"2022-03-12 00:00:00",CUST55582,BRG0003,23,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB01,IN6055,"2022-03-13 00:00:00",CUST55583,BRG0004,4,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB02,IN6092,"2022-03-14 00:00:00",CUST55584,BRG0005,2,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB03,IN6177,"2022-03-15 00:00:00",CUST55585,BRG0006,17,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB01,IN6209,"2022-03-16 00:00:00",CUST55586,BRG0001,11,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB01,IN6250,"2022-03-17 00:00:00",CUST55587,BRG0002,12,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB02,IN6193,"2022-03-18 00:00:00",CUST55588,BRG0003,12,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB03,IN6081,"2022-03-19 00:00:00",CUST55589,BRG0004,25,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB04,IN6149,"2022-03-20 00:00:00",CUST55590,BRG0001,14,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB05,IN6014,"2022-03-21 00:00:00",CUST55591,BRG0002,34,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB06,IN6290,"2022-03-22 00:00:00",CUST55592,BRG0003,67,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB07,IN6051,"2022-03-23 00:00:00",CUST55593,BRG0004,15,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB08,IN6076,"2022-03-24 00:00:00",CUST55594,BRG0005,12,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB09,IN6140,"2022-03-25 00:00:00",CUST55595,BRG0006,25,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB10,IN6080,"2022-03-26 00:00:00",CUST55596,BRG0007,14,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB01,IN6153,"2022-03-27 00:00:00",CUST55597,BRG0008,18,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB01,IN5979,"2022-03-28 00:00:00",CUST55598,BRG0009,18,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB02,IN6098,"2022-03-29 00:00:00",CUST55599,BRG0010,19,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB03,IN6078,"2022-03-30 00:00:00",CUST55600,BRG0001,12,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB01,IN6085,"2022-03-31 00:00:00",CUST55601,BRG0002,25,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN6018,"2022-04-01 00:00:00",CUST55602,BRG0003,14,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB02,IN6001,"2022-04-02 00:00:00",CUST55603,BRG0004,21,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB03,IN6271,"2022-04-03 00:00:00",CUST55604,BRG0005,22,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB04,IN6207,"2022-04-04 00:00:00",CUST55605,BRG0006,12,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB05,IN6187,"2022-04-05 00:00:00",CUST55606,BRG0007,25,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB06,IN5995,"2022-04-06 00:00:00",CUST55607,BRG0008,14,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB07,IN6156,"2022-04-07 00:00:00",CUST55608,BRG0009,24,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB08,IN6232,"2022-04-08 00:00:00",CUST55609,BRG0010,10,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB09,IN5998,"2022-04-09 00:00:00",CUST55610,BRG0001,23,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB10,IN6227,"2022-04-10 00:00:00",CUST55611,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN6027,"2022-04-11 00:00:00",CUST55612,BRG0003,10,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB01,IN6157,"2022-04-12 00:00:00",CUST55613,BRG0004,67,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TA,CAB02,IN6180,"2022-04-13 00:00:00",CUST55614,BRG0005,98,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
EPM,CAB03,IN6257,"2022-04-14 00:00:00",CUST55615,BRG0006,5,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TD,CAB01,IN6031,"2022-04-15 00:00:00",CUST55616,BRG0001,4,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6082,"2022-04-16 00:00:00",CUST55617,BRG0002,8,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB02,IN6174,"2022-04-17 00:00:00",CUST55618,BRG0003,9,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB03,IN6237,"2022-04-18 00:00:00",CUST55619,BRG0004,10,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB04,IN6021,"2022-04-19 00:00:00",CUST55620,BRG0001,7,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB05,IN6056,"2022-04-20 00:00:00",CUST55621,BRG0002,100,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB06,IN5983,"2022-04-21 00:00:00",CUST55622,BRG0003,67,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB07,IN6139,"2022-04-22 00:00:00",CUST55623,BRG0004,78,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB08,IN6126,"2022-04-23 00:00:00",CUST55624,BRG0005,45,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB09,IN6127,"2022-04-24 00:00:00",CUST55625,BRG0006,34,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB10,IN6035,"2022-04-25 00:00:00",CUST55626,BRG0007,20,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB01,IN6309,"2022-04-26 00:00:00",CUST55627,BRG0008,45,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB01,IN6073,"2022-04-27 00:00:00",CUST55628,BRG0009,34,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB02,IN6277,"2022-04-28 00:00:00",CUST55629,BRG0010,34,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB03,IN6197,"2022-04-29 00:00:00",CUST55630,BRG0001,34,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TA,CAB01,IN6225,"2022-04-30 00:00:00",CUST55631,BRG0002,44,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN5999,"2022-05-01 00:00:00",CUST55632,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB02,IN6223,"2022-05-02 00:00:00",CUST55633,BRG0004,6,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB03,IN6273,"2022-05-03 00:00:00",CUST55634,BRG0005,79,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB04,IN6047,"2022-04-26 00:00:00",CUST55635,BRG0006,12,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB05,IN6071,"2022-04-27 00:00:00",CUST55636,BRG0007,95,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB06,IN6009,"2022-04-28 00:00:00",CUST55637,BRG0008,76,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB07,IN6075,"2022-04-16 00:00:00",CUST55638,BRG0009,48,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB08,IN6218,"2022-04-17 00:00:00",CUST55639,BRG0010,21,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB09,IN5985,"2022-04-18 00:00:00",CUST55640,BRG0001,22,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
