id_distributor,id_cabang,id_invoice,tanggal,id_customer,id_barang,jumlah_barang,unit,harga,mata_uang,brand_id,lini,level,nama,id_cabang_sales,cabang_sales,id_group,group,sektor,nama_barang,tipe,nama_tipe,kode_lini,kemasan
TA,CAB10,IN6154,"2022-04-19 00:00:00",CUST55641,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
EPM,CAB01,IN6145,"2022-04-20 00:00:00",CUST55642,BRG0003,25,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TD,CAB01,IN6315,"2022-04-21 00:00:00",CUST55643,BRG0004,14,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB02,IN6168,"2022-05-13 00:00:00",CUST55644,BRG0005,24,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB03,IN6192,"2022-05-14 00:00:00",CUST55645,BRG0006,10,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB01,IN6285,"2022-05-15 00:00:00",CUST55646,BRG0001,130,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6077,"2022-05-16 00:00:00",CUST55647,BRG0002,12,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB02,IN6057,"2022-05-17 00:00:00",CUST55648,BRG0003,10,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB03,IN6252,"2022-05-18 00:00:00",CUST55649,BRG0004,67,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB04,IN6272,"2022-05-19 00:00:00",CUST55650,BRG0001,98,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB05,IN6150,"2022-05-20 00:00:00",CUST55651,BRG0002,5,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB06,IN6298,"2022-05-21 00:00:00",CUST55652,BRG0003,4,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB07,IN6295,"2022-05-22 00:00:00",CUST55653,BRG0004,8,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB08,IN6022,"2022-05-23 00:00:00",CUST55654,BRG0005,9,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB09,IN6090,"2022-05-24 00:00:00",CUST55655,BRG0006,21,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB10,IN5996,"2022-05-25 00:00:00",CUST55656,BRG0007,22,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB01,IN6111,"2022-05-26 00:00:00",CUST55657,BRG0008,12,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB01,IN6194,"2022-04-18 00:00:00",CUST55658,BRG0009,25,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB02,IN5987,"2022-04-19 00:00:00",CUST55659,BRG0010,14,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB03,IN6313,"2022-04-20 00:00:00",CUST55660,BRG0001,24,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6138,"2022-04-18 00:00:00",CUST55661,BRG0002,10,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB01,IN6316,"2022-04-19 00:00:00",CUST55662,BRG0003,120,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB02,IN6019,"2022-04-20 00:00:00",CUST55663,BRG0004,12,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB03,IN6283,"2022-05-19 00:00:00",CUST55664,BRG0005,10,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB04,IN6169,"2022-05-20 00:00:00",CUST55665,BRG0006,67,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB05,IN6121,"2022-05-21 00:00:00",CUST55666,BRG0007,98,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB06,IN6117,"2022-05-22 00:00:00",CUST55667,BRG0008,5,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TA,CAB07,IN6201,"2022-05-23 00:00:00",CUST55668,BRG0009,4,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
EPM,CAB08,IN6179,"2022-05-24 00:00:00",CUST55669,BRG0010,8,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
TD,CAB09,IN5978,"2022-05-25 00:00:00",CUST55670,BRG0001,9,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB10,IN5993,"2022-05-26 00:00:00",CUST55671,BRG0002,1,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB01,IN6160,"2022-05-27 00:00:00",CUST55672,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB01,IN6282,"2022-05-28 00:00:00",CUST55673,BRG0004,9,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB02,IN6093,"2022-05-29 00:00:00",CUST55674,BRG0005,13,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB03,IN6166,"2022-05-30 00:00:00",CUST55675,BRG0006,1,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB01,IN6010,"2022-05-31 00:00:00",CUST55676,BRG0001,5,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6100,"2022-06-01 00:00:00",CUST55677,BRG0002,9,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TD,CAB02,IN6222,"2022-06-02 00:00:00",CUST55678,BRG0003,1,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TA,CAB03,IN6032,"2022-06-03 00:00:00",CUST55679,BRG0004,23,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
EPM,CAB04,IN6198,"2022-06-04 00:00:00",CUST55680,BRG0001,4,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB05,IN6212,"2022-06-05 00:00:00",CUST55681,BRG0002,2,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB06,IN6288,"2022-06-06 00:00:00",CUST55682,BRG0003,17,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB07,IN6059,"2022-06-07 00:00:00",CUST55683,BRG0004,11,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB08,IN6236,"2022-06-08 00:00:00",CUST55684,BRG0005,12,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB09,IN6296,"2022-06-09 00:00:00",CUST55685,BRG0006,12,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB10,IN6324,"2022-06-10 00:00:00",CUST55686,BRG0007,25,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB01,IN6091,"2022-06-11 00:00:00",CUST55687,BRG0008,14,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TD,CAB01,IN6033,"2022-06-12 00:00:00",CUST55688,BRG0009,34,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TA,CAB02,IN6159,"2022-06-13 00:00:00",CUST55689,BRG0010,67,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
EPM,CAB03,IN6264,"2022-06-14 00:00:00",CUST55690,BRG0001,15,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6046,"2022-06-15 00:00:00",CUST55691,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB01,IN6268,"2022-06-16 00:00:00",CUST55692,BRG0003,25,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB02,IN6310,"2022-04-30 00:00:00",CUST55693,BRG0004,14,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB03,IN6044,"2022-05-01 00:00:00",CUST55694,BRG0005,18,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TA,CAB04,IN6178,"2022-05-02 00:00:00",CUST55695,BRG0006,18,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
EPM,CAB05,IN6270,"2022-05-03 00:00:00",CUST55696,BRG0007,19,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
TD,CAB06,IN6123,"2022-06-16 00:00:00",CUST55697,BRG0008,12,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TD,CAB07,IN6265,"2022-04-30 00:00:00",CUST55698,BRG0009,25,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TA,CAB08,IN6158,"2022-05-01 00:00:00",CUST55699,BRG0010,14,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
EPM,CAB09,IN6105,"2022-05-02 00:00:00",CUST55700,BRG0001,21,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB10,IN6213,"2022-05-03 00:00:00",CUST55701,BRG0002,22,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB01,IN6109,"2022-06-16 00:00:00",CUST55702,BRG0003,12,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB01,IN6249,"2022-04-30 00:00:00",CUST55703,BRG0004,25,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB02,IN6067,"2022-05-01 00:00:00",CUST55704,BRG0005,14,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TD,CAB03,IN6143,"2022-05-02 00:00:00",CUST55705,BRG0006,24,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TA,CAB01,IN5990,"2022-05-03 00:00:00",CUST55706,BRG0001,10,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
EPM,CAB01,IN5992,"2022-06-16 00:00:00",CUST55707,BRG0002,23,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TD,CAB02,IN6132,"2022-04-30 00:00:00",CUST55708,BRG0003,12,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
TA,CAB03,IN6030,"2022-05-01 00:00:00",CUST55709,BRG0004,10,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
EPM,CAB04,IN6094,"2022-05-02 00:00:00",CUST55710,BRG0001,67,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB05,IN6294,"2022-05-03 00:00:00",CUST55711,BRG0002,98,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB06,IN6012,"2022-06-16 00:00:00",CUST55712,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB07,IN6106,"2022-04-30 00:00:00",CUST55713,BRG0004,4,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB08,IN5984,"2022-05-01 00:00:00",CUST55714,BRG0005,8,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TD,CAB09,IN6007,"2022-05-02 00:00:00",CUST55715,BRG0006,9,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TA,CAB10,IN6115,"2022-05-03 00:00:00",CUST55716,BRG0007,10,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
EPM,CAB01,IN6000,"2022-06-16 00:00:00",CUST55717,BRG0008,7,DUS,3991.9,IDR,BRND008,MARCKS,Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TD,CAB01,IN6097,"2022-04-30 00:00:00",CUST55718,BRG0009,100,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TA,CAB02,IN5989,"2022-05-01 00:00:00",CUST55719,BRG0010,67,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
EPM,CAB03,IN6151,"2022-05-02 00:00:00",CUST55720,BRG0001,78,DUS,1169.91,IDR,BRND001,"OGB & PH",Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"ACYCLOVIR DUS",ZPJ1,"Produk jadi",206,DUS
TD,CAB01,IN6037,"2022-05-03 00:00:00",CUST55721,BRG0002,45,DUS,2337.5,IDR,BRND002,ETIKAL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,"ALERGINE TABLET SALUT",ZPJ1,"Produk jadi",203,DUS
TA,CAB01,IN6165,"2022-06-16 00:00:00",CUST55722,BRG0003,34,DUS,10690.6,IDR,BRND003,MARCKS,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Z32,Apotek,P,AMPICILLIN,ZPJ1,"Produk jadi",210,BOTOL
EPM,CAB02,IN6101,"2022-04-30 00:00:00",CUST55723,BRG0004,20,DUS,8700.7,IDR,BRND004,VNS,Company,"APOTEK SAHABAT",CAB07,Padang,Z32,Apotek,P,"TRAMADOL KAPSUL 50 MG",ZPJ1,"Produk jadi",201,KAPSUL
TD,CAB03,IN6142,"2022-05-01 00:00:00",CUST55724,BRG0005,45,DUS,5648.3,IDR,BRND005,SLCYL,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Z31,Klinik,P,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",ZPJ1,"Produk jadi",203,TABLET
TD,CAB04,IN6312,"2022-05-02 00:00:00",CUST55725,BRG0006,34,DUS,2819.2,IDR,BRND006,"OGB & PH",Company,"APOTEK TAPAK",CAB01,Aceh,Z32,Apotek,P,"KETOCONAZOLE TABLET 200 MG",ZPJ1,"Produk jadi",205,TABLET
TA,CAB05,IN6112,"2022-05-03 00:00:00",CUST55726,BRG0007,34,DUS,4592.1,IDR,BRND007,ETIKAL,Company,"APOTEK MAJA",CAB02,Kuningan,Z32,Apotek,P,"ERGOTAMINE COFFEINE",ZPJ1,"Produk jadi",206,BOTOL
EPM,CAB06,IN6204,"2022-06-16 00:00:00",CUST55727,BRG0008,34,DUS,3991.9,IDR,BRND008,MARCKS,Company,"KLINIK GM",CAB03,Jakarta,Z31,Klinik,P,"TETRACYCLINE KAPSUL 250 MG",ZPJ1,"Produk jadi",204,KAPSUL
TD,CAB07,IN6304,"2022-04-30 00:00:00",CUST55728,BRG0009,44,DUS,5780.7,IDR,BRND009,VNS,Company,"APOTEK MERDEKA",CAB04,Bandung,Z32,Apotek,P,"AMBROXOL HC",ZPJ1,"Produk jadi",207,BOTOL
TA,CAB08,IN6004,"2022-05-01 00:00:00",CUST55729,BRG0010,5,DUS,6940.3,IDR,BRND010,SLCYL,Company,"KLINIK SAHABAT",CAB05,Tangerang,Z31,Klinik,P,PARACETAMOL,ZPJ1,"Produk jadi",208,BOTOL
